File,Source_Contract,Source_Function,Target_Contract,Chain
OrderBook_flat.sol,OrderHelper,checkDualAuthSignature,Data,No chain
OrderBook_flat.sol,OrderHelper,checkDualAuthSignature,MultihashUtil,"->valid=order->valid&&MultihashUtil->verifySignature(order->dualAuthAddr,miningHash,order->dualAuthSig)"
OrderBook_flat.sol,OrderHelper,validateAllOrNone,Data,No chain
OrderBook_flat.sol,OrderHelper,getSpendableS,Data,No chain
OrderBook_flat.sol,OrderHelper,getSpendableS,Data,No chain
OrderBook_flat.sol,OrderHelper,getSpendableFee,Data,No chain
OrderBook_flat.sol,OrderHelper,getSpendableFee,Data,No chain
OrderBook_flat.sol,OrderHelper,reserveAmountS,Data,No chain
OrderBook_flat.sol,OrderHelper,reserveAmountFee,Data,No chain
OrderBook_flat.sol,OrderHelper,resetReservations,Data,No chain
OrderBook_flat.sol,OrderHelper,getERC20Spendable,ITradeDelegate,No chain
OrderBook_flat.sol,OrderHelper,getSpendable,ITradeDelegate,No chain
OrderBook_flat.sol,OrderHelper,getSpendable,Data,No chain
OrderBook_flat.sol,OrderHelper,getSpendable,ERC20,"->amount=getERC20Spendable(delegate,tokenAddress,owner)"
OrderBook_flat.sol,OrderBook,submitOrder,Data,"->Ordermemoryorder=Data->Order(0,address(data->bytesToUint(0*32)),address(data->bytesToUint(1*32)),address(data->bytesToUint(2*32)),data->bytesToUint(3*32),data->bytesToUint(4*32),data->bytesToUint(5*32),Data->Spendable(true,0,0),Data->Spendable(true,0,0),address(0x0),address(data->bytesToUint(6*32)),Data->Spendable(true,0,0),Data->Spendable(true,0,0),address(data->bytesToUint(7*32)),address(data->bytesToUint(8*32)),uint(data->bytesToUint(9*32)),newbytes(0),newbytes(0),bool(data->bytesToUint(10*32)>0),address(data->bytesToUint(11*32)),data->bytesToUint(12*32),0,uint16(data->bytesToUint(13*32)),uint16(data->bytesToUint(14*32)),address(data->bytesToUint(15*32)),uint16(data->bytesToUint(16*32)),false,bytes32(0x0),address(0x0),0,0,true,Data->TokenType(data->bytesToUint(17*32)),Data->TokenType(data->bytesToUint(18*32)),Data->TokenType(data->bytesToUint(19*32)),data->bytesToBytes32(20*32),data->bytesToBytes32(21*32),data->subBytes(22*32))"
OrderBook_flat.sol,OrderBook,submitOrder,Data,No chain
OrderBook_flat.sol,OrderBook,submitOrder,Data,No chain
OrderBook_flat.sol,OrderBook,submitOrder,Data,No chain
OrderBook_flat.sol,OrderBook,submitOrder,Data,No chain
OrderBook_flat.sol,OrderBook,submitOrder,Data,No chain
OrderBook_flat.sol,OrderBook,submitOrder,Data,No chain
OrderBook_flat.sol,OrderBook,submitOrder,Data,No chain
OrderBook_flat.sol,OrderBook,submitOrder,Data,No chain
OrderBook_flat.sol,OrderBook,submitOrder,Data,"->length==23*32+order->transferDataS->length,INVALID_SIZE)"
OrderBook_flat.sol,OrderBook,submitOrder,Data,"->Order(0,address(data->bytesToUint(0*32)),address(data->bytesToUint(1*32)),address(data->bytesToUint(2*32)),data->bytesToUint(3*32),data->bytesToUint(4*32),data->bytesToUint(5*32),Data->Spendable(true,0,0),Data->Spendable(true,0,0),address(0x0),address(data->bytesToUint(6*32)),Data->Spendable(true,0,0),Data->Spendable(true,0,0),address(data->bytesToUint(7*32)),address(data->bytesToUint(8*32)),uint(data->bytesToUint(9*32)),newbytes(0),newbytes(0),bool(data->bytesToUint(10*32)>0),address(data->bytesToUint(11*32)),data->bytesToUint(12*32),0,uint16(data->bytesToUint(13*32)),uint16(data->bytesToUint(14*32)),address(data->bytesToUint(15*32)),uint16(data->bytesToUint(16*32)),false,bytes32(0x0),address(0x0),0,0,true,Data->TokenType(data->bytesToUint(17*32)),Data->TokenType(data->bytesToUint(18*32)),Data->TokenType(data->bytesToUint(19*32)),data->bytesToBytes32(20*32),data->bytesToBytes32(21*32),data->subBytes(22*32));"
OrderBook_flat.sol,OrderBook,submitOrder,IOrderBook,OrderSubmitted
Voting_flat.sol,Voting,voteForCandidate,ERC20,->balanceOf(msg->sender)
Voting_flat.sol,Voting,voteForCandidate,ERC20,->balanceOf(msg->sender);
TradeHistory_flat.sol,Ownable,transferOwnership,Ownable,onlyOwner
TradeHistory_flat.sol,Ownable,transferOwnership,Ownable,OwnershipTransferred
TradeHistory_flat.sol,Claimable,transferOwnership,Ownable,onlyOwner
TradeHistory_flat.sol,Claimable,claimOwnership,Claimable,onlyPendingOwner
TradeHistory_flat.sol,Claimable,claimOwnership,Ownable,OwnershipTransferred
TradeHistory_flat.sol,Authorizable,authorizeAddress,Ownable,onlyOwner
TradeHistory_flat.sol,Authorizable,authorizeAddress,Authorizable,AddressAuthorized
TradeHistory_flat.sol,Authorizable,deauthorizeAddress,Ownable,onlyOwner
TradeHistory_flat.sol,Authorizable,deauthorizeAddress,Authorizable,AddressDeauthorized
TradeHistory_flat.sol,Killable,suspend,Ownable,onlyOwner
TradeHistory_flat.sol,Killable,suspend,Killable,notSuspended
TradeHistory_flat.sol,Killable,resume,Ownable,onlyOwner
TradeHistory_flat.sol,Killable,resume,Killable,isSuspended
TradeHistory_flat.sol,Killable,kill,Ownable,onlyOwner
TradeHistory_flat.sol,Killable,kill,Killable,isSuspended
TradeHistory_flat.sol,Killable,kill,Ownable,OwnershipTransferred
TradeHistory_flat.sol,TradeHistory,batchUpdateFilled,Authorizable,onlyAuthorized
TradeHistory_flat.sol,TradeHistory,batchUpdateFilled,Killable,notSuspended
TradeHistory_flat.sol,TradeHistory,setCancelled,Authorizable,onlyAuthorized
TradeHistory_flat.sol,TradeHistory,setCancelled,Killable,notSuspended
TradeHistory_flat.sol,TradeHistory,setCutoffs,Authorizable,onlyAuthorized
TradeHistory_flat.sol,TradeHistory,setCutoffs,Killable,notSuspended
TradeHistory_flat.sol,TradeHistory,setTradingPairCutoffs,Authorizable,onlyAuthorized
TradeHistory_flat.sol,TradeHistory,setTradingPairCutoffs,Killable,notSuspended
TradeHistory_flat.sol,TradeHistory,setCutoffsOfOwner,Authorizable,onlyAuthorized
TradeHistory_flat.sol,TradeHistory,setCutoffsOfOwner,Killable,notSuspended
TradeHistory_flat.sol,TradeHistory,setTradingPairCutoffsOfOwner,Authorizable,onlyAuthorized
TradeHistory_flat.sol,TradeHistory,setTradingPairCutoffsOfOwner,Killable,notSuspended
OrderRegistry_flat.sol,OrderRegistry,registerOrderHash,OrderRegistry,OrderRegistered
BrokerRegistry_flat.sol,BrokerRegistry,registerBroker,IBrokerRegistry,BrokerRegistered
BrokerRegistry_flat.sol,BrokerRegistry,unregisterBroker,IBrokerRegistry,BrokerUnregistered
BrokerRegistry_flat.sol,BrokerRegistry,unregisterAllBrokers,IBrokerRegistry,AllBrokersUnregistered
RingSubmitter_flat.sol,MiningHelper,updateMinerAndInterceptor,Data,No chain
RingSubmitter_flat.sol,MiningHelper,updateHash,Data,No chain
RingSubmitter_flat.sol,MiningHelper,updateHash,Data,No chain
RingSubmitter_flat.sol,MiningHelper,checkMinerSignature,Data,No chain
RingSubmitter_flat.sol,MiningHelper,checkMinerSignature,MultihashUtil,"->verifySignature(mining->miner,mining->hash,mining->sig)"
RingSubmitter_flat.sol,OrderHelper,updateHash,Data,No chain
RingSubmitter_flat.sol,OrderHelper,updateHash,Data,->hash=hash
RingSubmitter_flat.sol,OrderHelper,updateBrokerAndInterceptor,Data,No chain
RingSubmitter_flat.sol,OrderHelper,updateBrokerAndInterceptor,Data,No chain
RingSubmitter_flat.sol,OrderHelper,check,Data,No chain
RingSubmitter_flat.sol,OrderHelper,check,Data,No chain
RingSubmitter_flat.sol,OrderHelper,validateAllInfo,Data,No chain
RingSubmitter_flat.sol,OrderHelper,validateAllInfo,Data,No chain
RingSubmitter_flat.sol,OrderHelper,validateAllInfo,Data,->tokenTypeS==Data->TokenType->ERC20&&order->trancheS==0x0)
RingSubmitter_flat.sol,OrderHelper,validateAllInfo,Data,No chain
RingSubmitter_flat.sol,OrderHelper,validateAllInfo,Data,->tokenTypeB==Data->TokenType->ERC20&&order->trancheB==0x0)
RingSubmitter_flat.sol,OrderHelper,validateAllInfo,Data,No chain
RingSubmitter_flat.sol,OrderHelper,validateAllInfo,Data,->tokenTypeFee==Data->TokenType->ERC20)
RingSubmitter_flat.sol,OrderHelper,validateAllInfo,Data,No chain
RingSubmitter_flat.sol,OrderHelper,validateAllInfo,Data,->transferDataS->length==0)
RingSubmitter_flat.sol,OrderHelper,validateUnstableInfo,Data,No chain
RingSubmitter_flat.sol,OrderHelper,validateUnstableInfo,Data,No chain
RingSubmitter_flat.sol,OrderHelper,checkP2P,Data,No chain
RingSubmitter_flat.sol,OrderHelper,checkBrokerSignature,Data,No chain
RingSubmitter_flat.sol,OrderHelper,checkBrokerSignature,Data,No chain
RingSubmitter_flat.sol,OrderHelper,checkBrokerSignature,MultihashUtil,"->valid=order->valid&&MultihashUtil->verifySignature(order->broker,order->hash,order->sig)"
RingSubmitter_flat.sol,OrderHelper,checkDualAuthSignature,Data,No chain
RingSubmitter_flat.sol,OrderHelper,checkDualAuthSignature,MultihashUtil,"->valid=order->valid&&MultihashUtil->verifySignature(order->dualAuthAddr,miningHash,order->dualAuthSig)"
RingSubmitter_flat.sol,OrderHelper,validateAllOrNone,Data,No chain
RingSubmitter_flat.sol,OrderHelper,getSpendableS,Data,No chain
RingSubmitter_flat.sol,OrderHelper,getSpendableS,Data,No chain
RingSubmitter_flat.sol,OrderHelper,getSpendableFee,Data,No chain
RingSubmitter_flat.sol,OrderHelper,getSpendableFee,Data,No chain
RingSubmitter_flat.sol,OrderHelper,reserveAmountS,Data,No chain
RingSubmitter_flat.sol,OrderHelper,reserveAmountFee,Data,No chain
RingSubmitter_flat.sol,OrderHelper,resetReservations,Data,No chain
RingSubmitter_flat.sol,OrderHelper,getERC20Spendable,ITradeDelegate,No chain
RingSubmitter_flat.sol,OrderHelper,getSpendable,ITradeDelegate,No chain
RingSubmitter_flat.sol,OrderHelper,getSpendable,Data,No chain
RingSubmitter_flat.sol,OrderHelper,getSpendable,ERC20,"->amount=getERC20Spendable(delegate,tokenAddress,owner)"
RingSubmitter_flat.sol,ParticipationHelper,setMaxFillAmounts,Data,No chain
RingSubmitter_flat.sol,ParticipationHelper,setMaxFillAmounts,Data,No chain
RingSubmitter_flat.sol,ParticipationHelper,calculateFees,Data,No chain
RingSubmitter_flat.sol,ParticipationHelper,calculateFees,Data,No chain
RingSubmitter_flat.sol,ParticipationHelper,calculateFees,Data,No chain
RingSubmitter_flat.sol,ParticipationHelper,checkFills,Data,No chain
RingSubmitter_flat.sol,ParticipationHelper,checkFills,MathUint,"->hasRoundingError(p->fillAmountS,p->order->amountB,p->order->amountS)"
RingSubmitter_flat.sol,ParticipationHelper,adjustOrderState,Data,No chain
RingSubmitter_flat.sol,ParticipationHelper,revertOrderState,Data,No chain
RingSubmitter_flat.sol,RingHelper,updateHash,Data,No chain
RingSubmitter_flat.sol,RingHelper,calculateFillAmountAndFee,Data,No chain
RingSubmitter_flat.sol,RingHelper,calculateFillAmountAndFee,Data,No chain
RingSubmitter_flat.sol,RingHelper,verifyTransferProxy,Data,"->encodeWithSelector(ERC20(token)->verifyTransfer->selector,from,to,amount,newbytes(0))"
RingSubmitter_flat.sol,RingHelper,verifyTransferProxy,Data,No chain
RingSubmitter_flat.sol,RingHelper,verifyTransferProxy,Data,->call(callData)
RingSubmitter_flat.sol,RingHelper,verifyTransferProxy,Data,No chain
RingSubmitter_flat.sol,RingHelper,verifyTransferProxy,ERC20,"->encodeWithSelector(ERC20(token)->verifyTransfer->selector,from,to,amount,newbytes(0));"
RingSubmitter_flat.sol,RingHelper,verifyTransferProxy,Data,->call(callData);
RingSubmitter_flat.sol,RingHelper,verifyTransferProxy,Data,->length==32
RingSubmitter_flat.sol,RingHelper,calculateOrderFillAmounts,Data,No chain
RingSubmitter_flat.sol,RingHelper,calculateOrderFillAmounts,Data,No chain
RingSubmitter_flat.sol,RingHelper,calculateOrderFillAmounts,Data,No chain
RingSubmitter_flat.sol,RingHelper,checkOrdersValid,Data,No chain
RingSubmitter_flat.sol,RingHelper,checkForSubRings,Data,No chain
RingSubmitter_flat.sol,RingHelper,adjustOrderStates,Data,No chain
RingSubmitter_flat.sol,RingHelper,revertOrderStats,Data,No chain
RingSubmitter_flat.sol,RingHelper,doPayments,Data,No chain
RingSubmitter_flat.sol,RingHelper,doPayments,Data,No chain
RingSubmitter_flat.sol,RingHelper,doPayments,Data,No chain
RingSubmitter_flat.sol,RingHelper,generateFills,Data,No chain
RingSubmitter_flat.sol,RingHelper,transferTokens,Data,No chain
RingSubmitter_flat.sol,RingHelper,transferTokens,Data,No chain
RingSubmitter_flat.sol,RingHelper,transferTokensForParticipation,Data,No chain
RingSubmitter_flat.sol,RingHelper,transferTokensForParticipation,Data,No chain
RingSubmitter_flat.sol,RingHelper,transferTokensForParticipation,Data,No chain
RingSubmitter_flat.sol,RingHelper,transferTokensForParticipation,Data,"->transferPtr=addTokenTransfer(ctx->transferData,ctx->transferPtr,p->order->feeToken,p->order->owner,address(ctx->feeHolder),amountFeeToFeeHolder)"
RingSubmitter_flat.sol,RingHelper,transferTokensForParticipation,Data,"->transferPtr=addTokenTransfer(ctx->transferData,ctx->transferPtr,p->order->tokenS,p->order->owner,address(ctx->feeHolder),amountSToFeeHolder)"
RingSubmitter_flat.sol,RingHelper,transferTokensForParticipation,Data,"->transferPtr=addTokenTransfer(ctx->transferData,ctx->transferPtr,p->order->tokenS,p->order->owner,prevP->order->tokenRecipient,amountSToBuyer)"
RingSubmitter_flat.sol,RingHelper,transferTokensForParticipation,Data,"->transferPtr=addTokenTransfer(ctx->transferData,ctx->transferPtr,p->order->tokenS,p->order->owner,feeRecipient,p->splitS)"
RingSubmitter_flat.sol,RingHelper,payFees,Data,No chain
RingSubmitter_flat.sol,RingHelper,payFees,Data,No chain
RingSubmitter_flat.sol,RingHelper,payFees,Data,No chain
RingSubmitter_flat.sol,RingHelper,payFees,Data,->FeeContextmemoryfeeCtx
RingSubmitter_flat.sol,RingHelper,payFeesForParticipation,Data,No chain
RingSubmitter_flat.sol,RingHelper,payFeesForParticipation,Data,No chain
RingSubmitter_flat.sol,RingHelper,payFeesAndBurn,Data,No chain
RingSubmitter_flat.sol,RingHelper,payFeesAndBurn,Data,"->ctx->feePtr=addFeePayment(feeCtx->ctx->feeData,feeCtx->ctx->feePtr,token,feeCtx->wallet,feeToWallet)"
RingSubmitter_flat.sol,RingHelper,payFeesAndBurn,Data,"->ctx->feePtr=addFeePayment(feeCtx->ctx->feeData,feeCtx->ctx->feePtr,token,address(feeCtx->ctx->feeHolder),minerFeeBurn+walletFeeBurn)"
RingSubmitter_flat.sol,RingHelper,payFeesAndBurn,Data,"->ctx->feePtr=addFeePayment(feeCtx->ctx->feeData,feeCtx->ctx->feePtr,token,feeCtx->feeRecipient,feeToMiner)"
RingSubmitter_flat.sol,RingHelper,payFeesAndBurn,Data,"->ctx->feePtr=addFeePayment(feeCtx->ctx->feeData,feeCtx->ctx->feePtr,token,feeCtx->wallet,feeToWallet)"
RingSubmitter_flat.sol,RingHelper,payFeesAndBurn,Data,"->ctx->feePtr=addFeePayment(feeCtx->ctx->feeData,feeCtx->ctx->feePtr,token,address(feeCtx->ctx->feeHolder),minerFeeBurn+walletFeeBurn)"
RingSubmitter_flat.sol,RingHelper,payFeesAndBurn,Data,"->ctx->feePtr=addFeePayment(feeCtx->ctx->feeData,feeCtx->ctx->feePtr,token,feeCtx->feeRecipient,feeToMiner)"
RingSubmitter_flat.sol,RingHelper,getBurnRate,Data,No chain
RingSubmitter_flat.sol,RingHelper,distributeMinerFeeToOwners,Data,No chain
RingSubmitter_flat.sol,RingHelper,distributeMinerFeeToOwners,Data,"->ctx->feePtr=addFeePayment(feeCtx->ctx->feeData,feeCtx->ctx->feePtr,token,feeCtx->ring->participations[i]->order->owner,feeToOwner)"
RingSubmitter_flat.sol,RingHelper,distributeMinerFeeToOwners,Data,"->ctx->feePtr=addFeePayment(feeCtx->ctx->feeData,feeCtx->ctx->feePtr,token,feeCtx->ring->participations[i]->order->owner,feeToOwner)"
RingSubmitter_flat.sol,ExchangeDeserializer,deserialize,Data,->Headermemoryheader
RingSubmitter_flat.sol,ExchangeDeserializer,deserialize,Data,->numOrders)*2
RingSubmitter_flat.sol,ExchangeDeserializer,deserialize,Data,->numRings*9)+32
RingSubmitter_flat.sol,ExchangeDeserializer,deserialize,Data,"->numOrders,header->numSpendables,lrcTokenAddress)"
RingSubmitter_flat.sol,ExchangeDeserializer,deserialize,Data,"->numRings,orders)"
RingSubmitter_flat.sol,ExchangeDeserializer,deserialize,Data,->numOrders)*2;
RingSubmitter_flat.sol,ExchangeDeserializer,deserialize,Data,->numRings*9)+32;
RingSubmitter_flat.sol,ExchangeDeserializer,setupOrders,Data,->Spendable[]memoryspendableList=newData->Spendable[](numSpendables)
RingSubmitter_flat.sol,ExchangeDeserializer,setupOrders,Data,No chain
RingSubmitter_flat.sol,ExchangeDeserializer,setupOrders,Data,->Spendable[](numSpendables);
RingSubmitter_flat.sol,ExchangeDeserializer,assembleRings,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,submitRings,Data,"->Contextmemoryctx=Data->Context(lrcTokenAddress,ITradeDelegate(delegateAddress),ITradeHistory(tradeHistoryAddress),IBrokerRegistry(orderBrokerRegistryAddress),IOrderRegistry(orderRegistryAddress),IFeeHolder(feeHolderAddress),IOrderBook(orderBookAddress),IBurnRateTable(burnRateTableAddress),ringIndex,FEE_PERCENTAGE_BASE,tokenBurnRates,0,0,0,0)"
RingSubmitter_flat.sol,RingSubmitter,submitRings,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,submitRings,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,submitRings,Data,"->Miningmemorymining,Data->Order[]memoryorders,Data->Ring[]memoryrings)=ExchangeDeserializer->deserialize(lrcTokenAddress,data)"
RingSubmitter_flat.sol,RingSubmitter,submitRings,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,submitRings,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,submitRings,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,submitRings,Data,->Ringmemoryring=rings[i]
RingSubmitter_flat.sol,RingSubmitter,submitRings,Data,->Ringmemoryring=rings[i]
RingSubmitter_flat.sol,RingSubmitter,submitRings,ITradeHistory,"->Context(lrcTokenAddress,ITradeDelegate(delegateAddress),ITradeHistory(tradeHistoryAddress),IBrokerRegistry(orderBrokerRegistryAddress),IOrderRegistry(orderRegistryAddress),IFeeHolder(feeHolderAddress),IOrderBook(orderBookAddress),IBurnRateTable(burnRateTableAddress),ringIndex,FEE_PERCENTAGE_BASE,tokenBurnRates,0,0,0,0);"
RingSubmitter_flat.sol,RingSubmitter,submitRings,ExchangeDeserializer,"->deserialize(lrcTokenAddress,data);"
RingSubmitter_flat.sol,RingSubmitter,submitRings,IRingSubmitter,InvalidRing
RingSubmitter_flat.sol,RingSubmitter,checkRings,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,checkRings,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,checkRings,Data,->Ringmemoryring=rings[i]
RingSubmitter_flat.sol,RingSubmitter,checkRings,Data,->Ringmemoryring=rings[i]
RingSubmitter_flat.sol,RingSubmitter,emitRingMinedEvent,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupLists,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupLists,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupLists,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupTokenBurnRateList,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupTokenBurnRateList,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupFeePaymentList,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupFeePaymentList,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupFeePaymentList,Data,->feeData=ptr
RingSubmitter_flat.sol,RingSubmitter,setupTokenTransferList,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupTokenTransferList,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,setupTokenTransferList,Data,->transferData=ptr
RingSubmitter_flat.sol,RingSubmitter,updateOrdersStats,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,updateOrdersStats,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,batchGetFilledAndCheckCancelled,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,batchGetFilledAndCheckCancelled,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,batchTransferTokens,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,batchTransferTokens,Data,->transferPtr-ctx->transferData)/32
RingSubmitter_flat.sol,RingSubmitter,batchTransferTokens,Data,->transferData-68
RingSubmitter_flat.sol,RingSubmitter,batchTransferTokens,Data,->transferData
RingSubmitter_flat.sol,RingSubmitter,batchTransferTokens,Data,->transferPtr-ctx->transferData)/32;
RingSubmitter_flat.sol,RingSubmitter,batchTransferTokens,Data,->transferData-68;
RingSubmitter_flat.sol,RingSubmitter,batchPayFees,Data,No chain
RingSubmitter_flat.sol,RingSubmitter,batchPayFees,Data,->feePtr-ctx->feeData)/32
RingSubmitter_flat.sol,RingSubmitter,batchPayFees,Data,->feeData-68
RingSubmitter_flat.sol,RingSubmitter,batchPayFees,Data,->feeData
RingSubmitter_flat.sol,RingSubmitter,batchPayFees,Data,->feePtr-ctx->feeData)/32;
